ID,RA,DEC
"iDR3.SPLUS-s29s34.057247",56.393779746262815,-37.11760710785724
"iDR3.HYDRA-0139.098077",154.93781480403348,-42.757680781101506
"iDR3.SPLUS-s17s23.012702",317.20739825529853,-22.049834069389064
"iDR3.HYDRA-0118.000274",161.35774364381328,-39.8162026589273
"iDR3.STRIPE82-0013.035932",7.916972348060869,-0.5040753808569185
"iDR3.HYDRA-0067.048684",164.44320867517322,-30.715305703436048
"iDR3.STRIPE82-0133.046310",333.6920538697843,0.003997383261507158
"iDR3.SPLUS-s28s32.009762",52.535928707904795,-36.704388474125
"iDR3.HYDRA-0156.006641",159.87675494493786,-46.564657537072684
"iDR3.STRIPE82-0130.033159",330.18859162143974,1.4427121780449559
"iDR3.HYDRA-0063.060251",157.26596204452088,-30.49880504523656
"iDR3.SPLUS-s32s43.039240",316.1410561269261,-41.406278151466964
"iDR3.HYDRA-0088.080177",154.72285885729622,-34.53892099406186
"iDR3.HYDRA-D-0001.124046",159.0420721965171,-33.8928018726414
"iDR3.HYDRA-0102.026260",162.515650041078,-36.574052854141335
"iDR3.STRIPE82-0099.000986",309.378260791061,-1.3673212874454577
"iDR3.HYDRA-0114.011525",154.6692001582799,-39.6365392205941
"iDR3.STRIPE82-0041.051277",28.668522834414734,-0.11212487241337153
"iDR3.HYDRA-0122.097298",154.03341374311276,-39.99199791104936
"iDR3.HYDRA-0097.016974",155.6495229898173,-36.76197607667518
