Field,ID,RA,DEC,FWHM,ISOarea,KRON_RADIUS,nDet_magPStotal,PhotoFlagDet,U_PStotal,F378_PStotal,F395_PStotal,F410_PStotal,F430_PStotal,G_PStotal,F515_PStotal,R_PStotal,F660_PStotal,I_PStotal,F861_PStotal,Z_PStotal,e_U_PStotal,e_F378_PStotal,e_F395_PStotal,e_F410_PStotal,e_F430_PStotal,e_G_PStotal,e_F515_PStotal,e_R_PStotal,e_F660_PStotal,e_I_PStotal,e_F861_PStotal,e_Z_PStotal
S,"iDR3.STRIPE82-0130.033159",330.18859162143974,1.4427121780449559,6.659584,54,2.8771129,12.0,0,22.173954,19.704685,20.300537,19.15944,18.740213,20.106064,18.324015,18.712675,18.052814,19.19795,18.53414,17.914536,0.588903,0.10787245,0.31554946,0.09192874,0.060591906,0.061191276,0.03765041,0.023760773,0.015689462,0.04445562,0.055085883,0.029189171
H,"iDR3.HYDRA-0063.060251",157.26596204452088,-30.49880504523656,2.7495775,30,5.5631623,12.0,3,19.978668,19.941467,20.25003,20.03075,20.412539,20.05278,20.002665,19.644005,18.915497,19.981028,19.089806,19.441048,0.06831954,0.09395018,0.17776594,0.12364427,0.15812528,0.044743616,0.09085614,0.035116628,0.023185745,0.057564285,0.059504163,0.061739597
H,"iDR3.HYDRA-0088.080177",154.72285885729622,-34.53892099406186,2.496809,17,4.015769,12.0,3,20.888247,20.581959,20.832317,20.98109,20.863075,20.561657,20.324081,19.839756,18.172556,20.709324,19.28825,19.84428,0.11252556,0.12732714,0.24523357,0.24142802,0.21040316,0.05962012,0.11182481,0.034464896,0.013445946,0.102933995,0.07352797,0.09380984
H,"iDR3.HYDRA-D-0001.124046",159.0420721965171,-33.8928018726414,2.672416,52,2.7940304,11.0,0,20.042536,19.328136,19.022116,18.814392,18.633589,99.0,18.149342,18.178967,17.944288,20.413073,17.776451,17.696451,0.037798718,0.03487985,0.046359584,0.033884,0.028236464,23.376524,0.016065663,0.0067289495,0.0070751323,0.048835155,0.012414922,0.009070873
H,"iDR3.HYDRA-0114.011525",154.6692001582799,-39.6365392205941,3.6700222,78,3.6199863,12.0,2,18.07668,17.706718,17.573221,17.367826,17.205555,17.083565,16.858006,17.687473,16.718931,18.465279,16.597462,18.299679,0.023090072,0.02394363,0.03231143,0.024878897,0.0243462,0.008372817,0.015032445,0.00956273,0.0069783335,0.021917645,0.012294129,0.034767505
S,"iDR3.STRIPE82-0041.051277",28.668522834414734,-0.11212487241337153,5.1964183,26,6.1194477,12.0,0,20.583797,19.740372,19.968283,19.949327,20.257318,20.236702,19.38038,20.039076,18.835674,20.801004,20.736729,20.376392,0.11226912,0.080638655,0.13928148,0.120738,0.14709088,0.05023523,0.059957717,0.045050897,0.02169273,0.11596207,0.24994236,0.15003361
H,"iDR3.HYDRA-0122.097298",154.03341374311276,-39.99199791104936,6.498203,93,5.0014195,12.0,3,19.754623,19.245625,19.416353,19.612217,19.619606,19.3647,18.51885,19.25637,17.96551,19.733355,19.881174,19.652733,0.06019125,0.061180655,0.10356265,0.098267,0.09085426,0.02687432,0.033248242,0.026218636,0.012503899,0.046971098,0.11746177,0.08039528
H,"iDR3.HYDRA-0097.016974",155.6495229898173,-36.76197607667518,3.6768057,55,3.7885456,12.0,0,20.431116,20.250744,20.15057,19.33873,19.124592,18.651117,18.540833,18.464119,17.889732,18.792011,17.690117,19.495314,0.082222536,0.13593909,0.20231831,0.0878325,0.08342769,0.020628795,0.040235713,0.016337333,0.014049991,0.025613703,0.025977537,0.085289374
H,"iDR3.HYDRA-0103.085662",151.05256539593745,-36.998541287875604,4.9419947,54,1.82,11.0,0,20.19612,99.0,19.473831,21.72934,19.947014,19.24008,19.351387,19.190826,18.684296,20.984241,18.52747,17.894375,0.12537597,21.312338,0.16221958,0.96100706,0.17833608,0.032774035,0.08875756,0.02794568,0.023081817,0.19243334,0.049312014,0.024874344
H,"iDR3.HYDRA-0084.007638",161.48226670092507,-34.1757868513465,3.3039515,9,5.913975,10.0,0,28.588787,22.412647,99.0,22.783602,99.0,21.195019,21.224691,20.612558,19.94991,20.939505,19.855629,20.183811,242.7624,1.2921083,20.795631,2.7635288,20.973627,0.21861611,0.49696618,0.11252324,0.07423607,0.17602465,0.1478708,0.15466067
S,"iDR3.STRIPE82-0090.164743",302.1077850847344,1.4412749015686386,2.1312945,9,1.82,9.0,2,21.036852,99.0,99.0,21.927826,99.0,21.369732,21.507133,20.130611,19.60171,20.633717,19.922325,20.95309,0.19508041,21.642736,21.129873,0.80179274,21.474558,0.15202111,0.47761306,0.061046075,0.042449005,0.13392682,0.14544478,0.3409199
S,"iDR3.STRIPE82-0076.041290",53.14872293805281,1.1307404301546549,3.1031308,19,3.9646935,11.0,0,20.213959,19.828468,19.77483,19.482168,19.305645,19.33246,18.825989,19.531982,18.396664,20.934706,18.073578,99.0,0.07677698,0.08315288,0.12709256,0.08392439,0.067728214,0.024686905,0.03843374,0.028355774,0.014584673,0.125938,0.023710137,21.715923
H,"iDR3.HYDRA-0128.044340",165.2065914097288,-40.53613360715811,3.1268709,23,4.715485,12.0,2,20.8051,20.008162,19.93872,19.611837,19.336433,20.841866,19.02637,19.416595,18.692083,20.424717,18.486895,19.185772,0.12219593,0.09671421,0.14061946,0.09693632,0.07534415,0.10341962,0.047801726,0.028718714,0.019598925,0.09456206,0.042068083,0.06427509
S,"iDR3.SPLUS-n03s19.045911",175.8722971552406,-2.0555300405054746,2.9795055,10,2.7188363,11.0,0,23.380144,99.0,20.875832,20.759037,21.016941,20.915455,20.37476,20.664461,19.961205,20.982096,21.095577,21.037403,1.4179776,21.570007,0.39196402,0.3246958,0.39636713,0.11275601,0.18775553,0.08598131,0.056792352,0.15347634,0.3802529,0.31660607
S,"iDR3.SPLUS-s29s44.000059",72.82492579205852,-38.22045935423106,4.4014616,41,5.1877427,12.0,0,22.814236,21.831715,20.35804,20.61737,20.338947,19.72956,20.285543,19.507502,18.253897,20.048306,17.479456,18.714943,0.7017767,0.50191987,0.25041032,0.27482662,0.21360905,0.039779477,0.15058398,0.032014366,0.015301857,0.06346834,0.01797703,0.036445122
S,"iDR3.STRIPE82-0144.035938",339.9170471997488,0.9433648189988765,4.2693653,28,5.2596674,12.0,0,21.025784,20.872406,20.821941,21.104105,20.98137,20.661198,20.543598,20.01186,18.536985,20.436298,19.045532,19.559298,0.15443142,0.18682332,0.30004635,0.30225226,0.25088447,0.06709899,0.14020178,0.040252943,0.0157588,0.07868343,0.05540405,0.072910205
H,"iDR3.HYDRA-0035.033179",157.01808849373546,-26.7325113454699,6.96823,97,4.2842607,12.0,2,19.829733,20.415907,19.3167,17.973022,17.905193,18.233341,17.57466,18.04308,16.971039,19.13171,16.788765,17.880556,0.0779139,0.20453423,0.12326346,0.038094047,0.033932894,0.017756088,0.021811938,0.013498133,0.0076791476,0.03467369,0.011671325,0.018694334
H,"iDR3.HYDRA-0051.002911",154.1718422991151,-30.101331728951944,5.8298845,15,4.476102,10.0,0,99.0,21.094711,99.0,20.819427,20.191935,21.495415,19.86636,19.684427,19.015919,20.521576,18.700651,20.761185,21.769163,0.35623753,20.935513,0.42344618,0.23623252,0.32997736,0.13725272,0.054033503,0.040912915,0.14043728,0.060882032,0.31046954
H,"iDR3.HYDRA-0107.010641",158.71003710620525,-38.22875412323304,4.8494473,24,4.209074,12.0,2,22.011244,21.278145,23.450993,19.967636,19.817905,19.758085,19.352432,18.569742,18.09001,18.93499,17.471024,19.773298,0.75513554,0.56464046,6.127511,0.2819173,0.24064691,0.09071597,0.12809029,0.027297018,0.022237478,0.04190813,0.023676472,0.13944937
S,"iDR3.STRIPE82-0099.013037",309.11226024382256,-1.2192230941403257,2.9247055,217,3.348376,12.0,0,20.290672,18.846111,18.517963,17.747025,17.478945,17.65286,16.684444,17.170467,16.094376,17.816248,15.774906,15.714319,0.0667521,0.02610281,0.026572546,0.012718811,0.010281596,0.006440766,0.005892301,0.00489288,0.0024722712,0.008968091,0.0038925614,0.0023585828
S,"iDR3.STRIPE82-0119.049314",323.4643830637324,-0.5911801517376837,5.5965037,27,5.1230545,12.0,0,21.417393,21.260756,21.322296,21.209705,21.05188,20.980583,20.586544,20.37788,18.754982,20.852962,19.776438,20.113861,0.15259598,0.18590744,0.3601012,0.25453776,0.20590194,0.06753551,0.115119,0.041091416,0.014108436,0.09501639,0.08054118,0.09254653
H,"iDR3.HYDRA-0162.014808",155.30800173233487,-47.860427833313494,4.433694,15,2.584097,12.0,0,21.52548,21.981298,20.897114,20.368465,20.41764,20.665613,19.866215,20.098461,19.207272,20.894464,19.02121,22.75188,0.2528158,0.5249982,0.33458772,0.19672684,0.19649369,0.0869389,0.094584055,0.051056083,0.030214822,0.13552254,0.058140952,1.446903
S,"iDR3.STRIPE82-0116.051020",319.9102276591883,1.432156826417286,5.1215754,70,2.5008972,11.0,2,19.65802,19.935257,99.0,18.855434,18.692158,18.406105,18.122522,18.053873,17.574408,18.47011,17.343826,18.395254,0.06541967,0.13377415,20.522802,0.08177221,0.06759071,0.016830385,0.030235596,0.0131392935,0.011002966,0.022104997,0.018928155,0.03735308
H,"iDR3.HYDRA-0050.014009",150.8633898417899,-29.921895348334015,2.7917113,88,3.54419,12.0,2,18.837227,20.114649,18.22099,17.900215,17.508991,25.831688,17.10025,16.92386,16.59013,20.712357,17.03138,16.346266,0.028731583,0.1313081,0.044523366,0.031774297,0.022955952,11.30287,0.0148262605,0.0061312295,0.0058971858,0.1201486,0.013505662,0.006356966
H,"iDR3.HYDRA-0135.069910",161.2720075661048,-41.67405607050589,2.2354963,15,2.704092,12.0,0,20.255404,20.258337,20.402876,20.161348,20.16956,20.174477,19.937561,19.887894,19.219578,20.24392,19.185041,19.718601,0.06967255,0.11417198,0.20484819,0.1530871,0.15175076,0.056734625,0.101617694,0.04261962,0.029795459,0.08316426,0.06891669,0.097945176
H,"iDR3.HYDRA-0086.000101",150.3281186076152,-35.672643976049294,4.11112,242,3.080123,12.0,2,17.767698,19.219002,18.063549,15.529083,15.318085,14.89353,14.673633,14.670212,14.414506,20.215555,14.229738,19.983677,0.018293021,0.072961934,0.04397167,0.008029835,0.0067586447,0.002592956,0.004208063,0.002050336,0.0021621874,0.09105398,0.002962089,0.12716386
S,"iDR3.STRIPE82-0159.019049",351.0847562454346,-0.10695578184817373,5.605859,45,6.811885,12.0,0,19.02745,18.26801,18.626005,18.655947,18.917011,18.326977,17.22633,18.573082,16.795677,19.362875,18.960938,19.21903,0.076720454,0.048905022,0.13396317,0.0979248,0.11002161,0.040292617,0.020338796,0.032374807,0.010042339,0.07764686,0.15242875,0.1023825
S,"iDR3.SPLUS-s29s44.009421",73.06060239400423,-37.9919065152491,3.8456674,15,4.4458575,12.0,0,21.244593,21.602802,21.367529,22.240639,21.731813,21.115496,21.099115,20.274757,19.01905,20.790928,19.706211,20.168198,0.17452905,0.40854195,0.6069218,1.1617337,0.72475845,0.11933769,0.30105513,0.05901829,0.025399992,0.120680526,0.106792614,0.12968183
S,"iDR3.STRIPE82-0132.019737",332.36516896581617,0.37599450288309955,5.7356915,33,3.960684,12.0,2,21.028645,21.007511,20.972698,20.103542,19.899452,19.956942,19.446478,19.383331,18.856804,20.125116,18.555016,20.153622,0.13917986,0.19927761,0.2997835,0.124247886,0.10094714,0.037175238,0.058645733,0.025515214,0.020128842,0.06585679,0.036894154,0.1265197
H,"iDR3.HYDRA-0164.009082",159.41836338488045,-47.90958735478752,6.6497126,14,3.4437633,12.0,3,22.543175,22.822712,21.766838,20.130714,24.123007,20.87682,21.045128,20.045727,19.00994,20.821701,18.17998,21.3561,1.3483052,2.4553752,1.3787785,0.3043609,11.026608,0.20296137,0.4822623,0.07272198,0.033659674,0.16265567,0.032680083,0.45702624
H,"iDR3.HYDRA-0102.075028",163.37295902057727,-35.6370885272387,2.3156111,45,1.82,9.0,2,99.0,99.0,99.0,19.39457,20.124363,19.06392,19.85906,18.868397,18.347115,19.249493,18.83234,18.136986,21.513762,20.921402,20.58961,0.1582346,0.28454414,0.042533875,0.189461,0.0318653,0.025912086,0.050199214,0.071267664,0.02875423
H,"iDR3.HYDRA-0132.016844",157.36825067508548,-42.35432860172816,5.0097513,40,2.9171724,12.0,2,21.304543,21.038157,20.92155,20.385695,20.232174,20.18651,19.790405,20.126347,18.843264,20.719439,18.302841,18.577263,0.18996392,0.25024295,0.33885363,0.19610433,0.16929369,0.05450689,0.089900054,0.04793582,0.019064853,0.10892609,0.02588812,0.032031104
S,"iDR3.STRIPE82-0108.068402",315.27038588838445,1.265613970234888,4.804822,19,3.9627874,11.0,0,99.0,20.938932,22.095238,25.890652,20.211443,21.841677,19.731863,19.364998,18.643415,20.01765,17.777798,18.537899,22.089266,0.25708792,1.1789275,29.59263,0.15285315,0.21332483,0.08925139,0.031937752,0.02121072,0.08061122,0.024592886,0.043886
S,"iDR3.SPLUS-n02s27.028962",186.55515575396555,-1.3050604270173294,6.5369034,417,6.8211136,12.0,3,18.964283,18.230156,18.52858,18.894901,18.778965,18.429962,17.473492,18.537611,16.982473,19.096718,19.17622,19.05306,0.028896064,0.028231535,0.053643014,0.060803495,0.05300869,0.01678098,0.019171743,0.01766345,0.008053556,0.037148785,0.09310897,0.068301946
S,"iDR3.SPLUS-n01s26.012257",185.1262278328599,-0.4489898505732815,6.960943,26,6.8909535,12.0,3,20.870815,20.448181,20.706572,20.520828,20.647293,20.403593,19.628029,20.2881,18.93195,20.741571,21.029598,20.422222,0.1150842,0.13012142,0.27006516,0.20276076,0.21318844,0.060615208,0.07155212,0.056678187,0.023889491,0.12502775,0.39202482,0.18788461
S,"iDR3.SPLUS-n12s33.033744",195.85333719778333,-14.768012017147683,3.3639102,138,4.640215,12.0,3,19.624323,18.977907,19.113663,19.448168,19.487652,18.568224,17.26474,18.991581,17.193714,19.597466,19.612442,19.433422,0.045752738,0.04354383,0.07527783,0.07849593,0.076720424,0.015812282,0.014937759,0.021987619,0.007987672,0.048484642,0.10776861,0.07978369
H,"iDR3.HYDRA-0162.055621",155.29918110117555,-47.552547726556845,6.113979,33,4.5439386,12.0,3,19.688587,19.30207,19.234781,18.729156,18.53985,19.163107,18.319992,19.5237,18.066525,20.330835,17.88142,21.188923,0.05665328,0.05796541,0.086079605,0.05349112,0.044895463,0.026798904,0.030240977,0.032351647,0.013841565,0.081367515,0.023360228,0.33904737
S,"iDR3.SPLUS-s33s06.005631",9.3334998428977,-43.28679289061124,6.3242135,17,4.332612,12.0,0,20.836096,20.817223,21.106522,21.308964,21.250622,20.705715,20.510223,20.009823,18.152328,20.89558,19.480694,20.282534,0.16495498,0.23313503,0.4497469,0.47921416,0.43536445,0.11882614,0.18394731,0.05927531,0.017173197,0.16177239,0.0971318,0.1815932
H,"iDR3.HYDRA-0021.074177",151.0744995610249,-24.57100113320295,4.503039,46,2.1327283,10.0,0,21.278297,99.0,99.0,20.30257,20.387505,19.609917,19.403965,18.273508,17.462822,19.112164,19.26046,17.356049,0.2110234,21.743576,21.116405,0.19122188,0.18944192,0.02960591,0.06957513,0.0119644785,0.008793148,0.028021766,0.06262045,0.012212726
H,"iDR3.HYDRA-0069.032811",151.71131614840397,-32.41251728046461,3.1235285,1094,2.6128113,12.0,2,15.81714,18.384338,15.177163,14.485701,14.222895,27.347244,13.498726,13.340711,12.934428,15.979555,12.630489,12.55141,0.0047956305,0.030729702,0.007115822,0.0045121866,0.0038644245,31.350948,0.0023220938,0.0010196422,9.951043E-4,0.0039196173,0.0012884495,8.885682E-4
H,"iDR3.HYDRA-D-0003.053639",157.40586748371354,-36.11017334392303,2.3187153,246,3.023653,11.0,2,18.761713,99.0,17.961317,18.1038,17.320305,21.17424,17.578651,16.263512,16.225204,20.747055,16.098368,16.044899,0.014993949,22.285332,0.020142931,0.02112285,0.01104077,0.06965274,0.0110198315,0.0023973759,0.0027110083,0.07354422,0.0042366455,0.0031778151
S,"iDR3.STRIPE82-0119.064458",323.85666272973185,-0.31861735573711725,6.785734,66,3.9013157,12.0,3,22.545868,21.997507,21.576824,20.796507,20.801477,20.048676,19.693424,19.584953,18.525383,20.037392,17.710497,19.495447,0.3992201,0.34079936,0.4314052,0.17459439,0.16305512,0.031220498,0.054149378,0.020964049,0.01172946,0.045540508,0.013949613,0.052475847
S,"iDR3.SPLUS-s17s30.014841",327.3723686059991,-21.949090934407824,3.0711234,21,4.3845425,11.0,0,22.278767,99.0,21.162224,21.01633,21.055515,19.85534,19.65063,19.678318,18.17249,20.278912,17.295042,20.68103,0.40025276,22.059147,0.35061732,0.2611875,0.2661497,0.036634378,0.06924926,0.03682726,0.014163196,0.08673422,0.017212177,0.24172038
H,"iDR3.HYDRA-0099.062792",159.10437619393088,-35.99111679823401,5.4964933,75,3.594205,12.0,2,20.039797,19.615118,19.343029,18.88292,18.552708,18.795528,17.891354,18.110397,17.423891,18.759506,17.045,18.803802,0.059669632,0.06583246,0.0823296,0.052865725,0.042329136,0.019678636,0.02352104,0.012698451,0.009360334,0.02314299,0.012863656,0.040568016
S,"iDR3.STRIPE82-0023.000202",15.576103042117891,-1.3737349639868217,4.6966667,56,2.3586364,8.0,2,99.0,99.0,99.0,20.387226,99.0,19.605871,19.728851,18.810024,18.355103,19.39244,18.355957,19.07603,22.16995,21.587626,21.050014,0.21757016,21.347855,0.032472417,0.1017068,0.019229874,0.01749727,0.03813608,0.039870333,0.053145498
H,"iDR3.HYDRA-D-0001.000002",157.57346048368717,-35.34552227739589,3.1415033,33,2.034218,11.0,0,22.662783,22.354446,26.000898,99.0,21.466663,20.47464,20.61782,19.14329,18.279373,19.81524,17.985271,17.996588,0.37801188,0.48934272,25.218561,21.863127,0.3216129,0.037534088,0.11840819,0.012942877,0.008743733,0.029355466,0.014662585,0.011546584
S,"iDR3.SPLUS-n12s33.007825",196.84091911204848,-15.407643116570899,3.1253655,30,2.5019712,12.0,0,21.88827,21.92678,21.61892,20.7362,20.369396,20.960909,19.441181,18.96418,18.208643,19.32773,17.641384,19.469637,0.28031075,0.4439109,0.5682558,0.22530216,0.15634693,0.090640284,0.060179975,0.02120365,0.014324443,0.038680486,0.021255074,0.082824685
H,"iDR3.HYDRA-0148.040784",158.33873911069662,-44.810815108805805,4.409065,9,2.5116131,12.0,0,21.122175,20.453573,20.62404,20.278755,20.166517,20.654324,20.291672,20.483185,19.930758,20.919573,19.948185,20.678028,0.36774245,0.27541173,0.45438346,0.29693323,0.2617747,0.13976415,0.1967126,0.09508167,0.0666981,0.16660465,0.14870842,0.24780203
S,"iDR3.SPLUS-s21s22.041739",318.42540268782403,-26.497227450489703,4.4697824,85,3.5208843,12.0,2,17.83437,17.50438,17.337704,17.167736,16.981245,16.978058,16.617622,17.545101,16.758213,18.17821,16.591694,18.598967,0.016804662,0.02133693,0.03027214,0.021361226,0.017103598,0.0070596845,0.011998905,0.009470076,0.006630741,0.019435456,0.010312651,0.046372823
S,"iDR3.SPLUS-n12s35.014673",199.6383984853757,-15.213208704360865,3.053206,33,4.1536355,12.0,3,19.505981,19.648163,19.239346,18.573715,18.52982,20.430786,17.941875,18.483492,17.527447,19.712074,17.325047,18.307285,0.05129867,0.09257591,0.10471659,0.058384385,0.0649014,0.10339653,0.027820377,0.017290518,0.012248087,0.068745404,0.016763657,0.030484945
H,"iDR3.HYDRA-0072.009419",158.42768010902918,-32.72912328849959,5.9979057,21,1.82,11.0,0,25.481514,99.0,22.835625,20.595219,20.35769,20.73402,20.35471,20.161364,19.521751,20.676006,18.95802,19.392513,12.618584,21.355846,2.8147213,0.39363208,0.31457525,0.1675414,0.26030895,0.08326376,0.05738557,0.14150302,0.05711384,0.07154678
